"aab",5
"aabe",2
"AAC",4
"AACE",2
"aack",2
"aad",2
"aadi",3
"aafa",2
"aags",4
"aail",5
"aak",3
"aaki",5
"aako",2
"aala",5
"aali",5
"aalo",2
"aalt",3
"aalu",3
"aamb",4
"aame",5
"aami",2
"aana",2
"aane",4
"aang",3
"aani",2
"aant",2
"aany",3
"AANZ",3
"aap",2
"AARD",4
"aarh",4
"aarn",5
"aarr",3
"aarw",2
"aas",5
"aAs",5
"aasa",5
"aasd",3
"aase",4
"aasi",2
"AASR",4
"aate",3
"aatu",5
"aave",3
"ABA",5
"abAn",2
"abao",3
"abaw",3
"abay",5
"abbn",5
"abbo",4
"abc",2
"ABC",3
"abdo",5
"ABE",5
"abee",3
"abei",2
"abez",5
"abfe",2
"abha",5
"abic",2
"abih",2
"abiy",3
"Ablo",4
"aboa",4
"aboe",2
"aboi",2
"ABOO",2
"abow",3
"abry",3
"absb",5
"ABSE",4
"abvl",3
"abyc",2
"acaa",5
"acab",2
"acam",5
"acap",5
"ACAR",2
"acBe",3
"acCa",4
"ACCC",4
"ACCI",2
"accl",4
"ACCP",5
"accu",5
"acDi",2
"acek",2
"acep",5
"ACER",5
"ACES",2
"acew",2
"ACGP",5
"achc",2
"achf",2
"achh",3
"achn",5
"ACI",5
"ACIE",2
"acim",5
"aciq",5
"ACJC",2
"acKe",5
"ACLA",5
"aclo",5
"aclu",3
"acMa",5
"acMi",3
"acna",3
"ACOB",4
"ACON",2
"acos",2
"ACP",3
"acph",5
"acpl",2
"ACQ",5
"acr",2
"ACRE",2
"ACRI",2
"aCS",2
"ACSC",2
"actf",5
"ACTS",3
"acua",2
"ACUB",5
"ACUL",3
"ACUM",5
"acwo",3
"ADA",5
"adab",4
"adae",3
"adaj",2
"adal",5
"adap",2
"ADAR",2
"adau",2
"adav",5
"adaw",2
"adbi",2
"ADC",2
"adca",5
"ADCC",2
"adch",5
"add",2
"addh",5
"addu",5
"ADE",5
"adea",2
"adee",2
"adeu",5
"adex",3
"adga",2
"ADHC",3
"adib",3
"adid",2
"ADIE",5
"adii",3
"adiy",5
"adiz",5
"adje",2
"adli",2
"adly",3
"admo",5
"admu",4
"adna",5
"adni",3
"adno",3
"adoc",3
"adog",5
"adou",2
"adru",3
"ADSE",3
"adsh",2
"adsp",2
"adst",5
"adsw",3
"adth",5
"adug",5
"adul",5
"adum",5
"adwe",4
"adwi",2
"adys",5
"adza",4
"adzi",5
"aea",2
"AEAS",5
"aecu",3
"AED",2
"AEDE",4
"aedu",4
"aege",5
"aegi",5
"aegl",4
"aegw",5
"aehu",3
"aeja",4
"aeji",5
"aeka",4
"aekh",5
"ael",5
"aell",2
"aem",5
"aemi",5
"aemy",2
"aenb",2
"aend",5
"AENE",2
"aeni",5
"aeon",5
"AEPR",2
"aese",5
"aesh",2
"aesi",5
"aete",2
"aeti",2
"aetp",3
"aett",4
"aeu",5
"aeun",5
"aeva",5
"aeve",4
"aewi",2
"AEYC",3
"aezh",5
"af",2
"AFA",2
"afai",3
"afak",2
"afal",2
"afan",3
"afeC",2
"AFEC",4
"afeG",3
"afei",3
"afen",5
"afes",5
"afeS",2
"afew",3
"afeW",4
"affn",5
"afhu",2
"afi",2
"afic",5
"afin",3
"afio",2
"afis",2
"afne",3
"afo",5
"afok",5
"afor",2
"afos",3
"afra",4
