"A. A",2
"A be",2
"A bi",5
"Able",4
"A bo",3
"Abor",2
"Abse",3
"Abso",2
"A bu",2
"A ca",2
"Acad",3
"Acci",5
"Accu",4
"A ch",3
"Achi",5
"Ackn",2
"Acor",2
"ACTI",2
"Acts",2
"A. D",5
"Adap",2
"Adde",2
"Aeri",3
"AFDC",2
"Affi",5
"Affr",3
"Afgh",5
"A fi",2
"Aged",5
"Aide",3
"Aidi",3
"Aids",5
"Airs",5
"Alan",4
"Albi",2
"Alce",2
"Al D",2
"Alde",5
"Alek",2
"Ales",5
"Alfo",5
"Algo",2
"Alma",4
"Aloh",2
"Alto",5
"Alye",2
"A. M",5
"A ma",5
"Amat",4
"Amba",5
"A mi",2
"Amis",4
"Amit",5
"Ammo",2
"Ammu",2
"A mo",3
"Ana ",5
"Anad",2
"Anat",2
"Anci",4
"Ande",5
"A ne",5
"Angi",4
"Ango",4
"Anso",2
"Ante",2
"A. O",2
"A. P",4
"Apal",5
"Apos",5
"Aqua",2
"Arbu",3
"Argo",2
"A ri",2
"Arle",2
"Arma",5
"Arno",4
"Arre",4
"Arse",3
"Arso",3
"Arte",4
"Artr",2
"Arts",5
"Arvi",2
"Arvy",2
"ASCS",5
"Asso",5
"A su",5
"Atch",2
"A th",3
"Atha",5
"Augm",3
"Auxi",3
"Avoi",2
"A wa",2
"A wo",2
"Ayer",2
"A. Z",5
"Bad ",5
"Bagd",4
"Ball",3
"Barg",2
"Bark",2
"Barl",4
"Barz",5
"Baus",2
"Bay ",3
"B. B",2
"B. C",5
"B. E",5
"Beco",3
"Beef",5
"Beet",2
"Befo",2
"Beha",5
"Bein",5
"Bela",2
"Beni",5
"Bent",3
"Berk",2
"Best",2
"Beth",5
"Beul",2
"Beve",5
"Bey ",4
"BIA ",2
"Bibl",2
"Bigh",2
"Bila",4
"Biod",2
"Bioe",2
"Biog",5
"Bird",2
"Birt",5
"Bisc",3
"Bitt",4
"B. J",3
"Blin",5
"BLM ",2
"Bloc",4
"Bois",2
"Boli",5
"Bomb",3
"Boni",2
"Bore",3
"Borg",3
"Bori",2
"Borr",3
"Bosn",4
"Bota",5
"Bowe",5
"Boxi",5
"Bozz",2
"B. P",2
"Brad",4
"Braj",2
"Braz",3
"Bret",5
"Brib",5
"Bric",2
"Brin",5
"Brya",5
"Bryc",4
"Bufo",5
"Burg",2
"Burl",5
"Burn",5
"Bus ",4
"Butl",5
"Butt",3
"Buy ",3
"Cach",2
"Cade",2
"Caff",4
"Cal ",2
"Cala",5
"Calu",5
"Cami",2
"Can ",5
"Cano",5
"Cant",4
"Canv",2
"Capa",4
"Car ",2
"Carb",5
"Cars",3
"Cary",5
"Casc",4
"Cash",5
"Casp",5
"Cass",3
"Cate",2
"Caug",2
"CBO ",3
"C. D",2
"Cece",2
"Cede",4
"Cedi",3
"Ceil",3
"Celi",5
"Chao",4
"Chap",5
"Chas",5
"Chat",5
"Chaz",4
"Cheb",2
"Chel",5
"Chen",4
"Chir",2
"Choi",4
"Chop",2
"Chro",3
"Chry",4
"Chun",5
"Chur",5
"CIA ",3
"Cice",3
"Ciri",2
"Citr",2
"C. K",5
"Clet",2
"Cliv",2
"C. N",4
"Cobb",3
"Coca",5
"Coco",5
"Coff",2
"Comd",4
"Comi",5
"Con ",5
"Coos",5
"Copi",4
"Coqu",2
"Coro",5
"Coth",2
"Cowl",5
"C. P",4
"Crat",4
"Craw",3
"Creo",3
"Cres",2
"Crom",2
"Croo",5
"Cros",3
"Crui",4
"C. S",4
"Cull",4
"Cutt",2
"C. V",2
"C. W",5
"Cwo ",5
"Cybe",4
"C. Z",4
"Czec",2
"Dale",2
"Dall",5
"Dalt",2
"Damp",2
"Danc",2
"Dane",2
"Dang",2
"Dari",5
"Dark",5
"Daro",2
