keyword all "American"
keyword = "ameri*"
keyword all "*American*"
keyword any "American"
keyword == "American"
keyword <> "American"
keyword all "Brown"
keyword any "Brown"
keyword == "Brown"
keyword <> "Brown"
keyword = "*Brown*"
keyword = "bro*"
keyword all "Founded corporate body of person"
keyword any "Founded corporate body of person"
keyword == "Founded corporate body of person"
keyword <> "Founded corporate body of person"
keyword = "*Founded corporate body of person*"
keyword = "Founded corp*"
